"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","HHDI","GROSSADJ","USD_CAP","A","2005",15479.0199141502,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2006",16350.0751221399,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2007",17219.8062390076,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2008",17885.5701179499,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2009",18092.7884545366,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2010",18978.2470368522,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2011",19795.8023138833,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2012",20494.7729109074,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2013",20838.9677065958,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2014",21223.7966548491,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2015",22955.6159457904,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2016",23482.6616261841,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2017",24116.4202040206,"E"
"GBR","HHDI","GROSSADJ","USD_CAP","A","1995",15401.6711363375,
"GBR","HHDI","GROSSADJ","USD_CAP","A","1996",16458.9956693475,
"GBR","HHDI","GROSSADJ","USD_CAP","A","1997",17064.2910465477,
"GBR","HHDI","GROSSADJ","USD_CAP","A","1998",17289.7611642232,
"GBR","HHDI","GROSSADJ","USD_CAP","A","1999",18030.0360782336,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2000",20609.42674746,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2001",22005.5253012351,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2002",23481.3269801657,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2003",23784.7880489228,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2004",25454.7527960022,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2005",25119.5739968098,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2006",26310.3284415837,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2007",26987.0275677049,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2008",27630.3531976226,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2009",27448.128640515,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2010",27893.6769479684,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2011",27901.2946967508,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2012",29205.7075108389,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2013",29681.8480034794,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2014",30046.8561468664,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2015",31220.0100659244,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2016",31551.7973152076,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2017",32039.3195865106,
"USA","HHDI","GROSSADJ","USD_CAP","A","1970",4105.49595053855,
"USA","HHDI","GROSSADJ","USD_CAP","A","1971",4436.84881459084,
"USA","HHDI","GROSSADJ","USD_CAP","A","1972",4771.30763990778,
"USA","HHDI","GROSSADJ","USD_CAP","A","1973",5284.99203072582,
"USA","HHDI","GROSSADJ","USD_CAP","A","1974",5748.87098991108,
"USA","HHDI","GROSSADJ","USD_CAP","A","1975",6341.29675758516,
"USA","HHDI","GROSSADJ","USD_CAP","A","1976",6840.43510358299,
"USA","HHDI","GROSSADJ","USD_CAP","A","1977",7442.22174507125,
"USA","HHDI","GROSSADJ","USD_CAP","A","1978",8217.86953631378,
"USA","HHDI","GROSSADJ","USD_CAP","A","1979",9026.17585493057,
"USA","HHDI","GROSSADJ","USD_CAP","A","1980",9945.43520283147,
"USA","HHDI","GROSSADJ","USD_CAP","A","1981",10948.4055293729,
"USA","HHDI","GROSSADJ","USD_CAP","A","1982",11655.9127759261,
"USA","HHDI","GROSSADJ","USD_CAP","A","1983",12395.4728911421,
"USA","HHDI","GROSSADJ","USD_CAP","A","1984",13563.2393842483,
"USA","HHDI","GROSSADJ","USD_CAP","A","1985",14291.9599297292,
"USA","HHDI","GROSSADJ","USD_CAP","A","1986",15026.0521765143,
"USA","HHDI","GROSSADJ","USD_CAP","A","1987",15740.7134486067,
"USA","HHDI","GROSSADJ","USD_CAP","A","1988",16957.7757986787,
"USA","HHDI","GROSSADJ","USD_CAP","A","1989",18041.5000060634,
"USA","HHDI","GROSSADJ","USD_CAP","A","1990",19018.8026548779,
"USA","HHDI","GROSSADJ","USD_CAP","A","1991",19555.4426971167,
"USA","HHDI","GROSSADJ","USD_CAP","A","1992",20624.0516109948,
"USA","HHDI","GROSSADJ","USD_CAP","A","1993",21234.0876549281,
"USA","HHDI","GROSSADJ","USD_CAP","A","1994",22008.9288569205,
"USA","HHDI","GROSSADJ","USD_CAP","A","1995",22882.9205290561,
"USA","HHDI","GROSSADJ","USD_CAP","A","1996",23758.4072610246,
"USA","HHDI","GROSSADJ","USD_CAP","A","1997",24715.9282856703,
"USA","HHDI","GROSSADJ","USD_CAP","A","1998",26049.7112191024,
"USA","HHDI","GROSSADJ","USD_CAP","A","1999",27068.2398613816,
"USA","HHDI","GROSSADJ","USD_CAP","A","2000",28790.6066544381,
"USA","HHDI","GROSSADJ","USD_CAP","A","2001",29947.8323113332,
"USA","HHDI","GROSSADJ","USD_CAP","A","2002",31110.5416124047,
"USA","HHDI","GROSSADJ","USD_CAP","A","2003",32335.8753415042,
"USA","HHDI","GROSSADJ","USD_CAP","A","2004",33954.9402411496,
"USA","HHDI","GROSSADJ","USD_CAP","A","2005",35225.3217305815,
"USA","HHDI","GROSSADJ","USD_CAP","A","2006",37235.512221486,
"USA","HHDI","GROSSADJ","USD_CAP","A","2007",38658.0885825467,
"USA","HHDI","GROSSADJ","USD_CAP","A","2008",39899.3358310649,
"USA","HHDI","GROSSADJ","USD_CAP","A","2009",39550.2807349303,
"USA","HHDI","GROSSADJ","USD_CAP","A","2010",40620.5274601832,
"USA","HHDI","GROSSADJ","USD_CAP","A","2011",42168.9351133298,
"USA","HHDI","GROSSADJ","USD_CAP","A","2012",43933.0766730073,
"USA","HHDI","GROSSADJ","USD_CAP","A","2013",43895.7265301739,
"USA","HHDI","GROSSADJ","USD_CAP","A","2014",45933.1352048734,
"USA","HHDI","GROSSADJ","USD_CAP","A","2015",47484.0505285958,
"USA","HHDI","GROSSADJ","USD_CAP","A","2016",48499.1371652434,
"USA","HHDI","GROSSADJ","USD_CAP","A","2017",50203.2584030456,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1995",8052.40915846242,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1996",7980.64826553382,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1997",8133.7673698489,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1998",8384.8134684181,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1999",8696.41198793096,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2000",9541.8776665956,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2001",10383.601865794,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2002",11550.1799750867,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2003",12137.3656594057,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2004",12867.2012925697,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2005",13357.1215869784,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2006",13842.7886145344,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2007",13696.4887988395,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2008",14273.7868250486,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2009",14378.9160114904,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2010",15185.0816105546,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2011",16331.8277790639,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2012",16614.3770983154,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2013",17335.3658856076,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2014",17699.2280443812,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2015",17789.9288786823,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2016",18462.3695509687,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2017",19218.6011536648,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1995",12996.5751260555,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1996",13216.9621779664,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1997",14106.7987851745,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1998",14802.5484138144,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1999",15815.579056488,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2000",17257.2499770261,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2001",17728.8805357484,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2002",19139.7339923596,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2003",19534.4721316673,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2004",21029.7100556681,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2005",21119.0124952306,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2006",22431.2210510332,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2007",24504.6937883967,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2008",26239.0206448003,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2009",26687.8358673215,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2010",27900.3838188266,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2011",28854.1759378541,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2012",29747.079774947,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2013",30542.9870722844,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2014",30622.621881101,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2015",31218.0678160155,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2016",31918.0334331943,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2017",32990.4205693428,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2018",33970.6963800842,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1995",18483.8185214883,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1996",18912.3169254857,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1997",19209.2254490189,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1998",20101.0191342844,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1999",21028.0687535745,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2000",22891.4953745228,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2001",22896.5413956676,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2002",24433.8453154841,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2003",25106.1726444713,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2004",26084.67454928,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2005",27119.2357492308,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2006",28462.3750343308,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2007",29393.7334505995,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2008",30476.2971205025,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2009",30466.0827270325,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2010",31157.104716108,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2011",31747.8268839383,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2012",33297.6712044053,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2013",33972.868309497,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2014",34326.6934322833,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2015",34429.7982747663,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2016",35653.3156254511,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2017",36166.1903953009,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1995",22704.9330938932,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1996",23234.0272715648,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1997",24115.6591520691,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1998",25027.0172472654,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1999",26754.435409542,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2000",29834.8143503768,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2001",30913.6151821283,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2002",34305.1787430739,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2003",34539.0919162848,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2004",34826.1961481989,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2005",34980.7278212456,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2006",36320.7748449712,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2007",37223.944199343,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2008",38855.8219219099,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2009",38699.9706905837,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2010",37938.1835564692,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2011",38436.6649314803,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2012",40039.4350475166,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2013",41646.846929098,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2014",42467.7248351063,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2015",42471.0053508811,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2016",42214.6166733608,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2017",44446.3725963688,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1970",2828.37088707761,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1971",3095.57389368121,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1972",3351.77755490173,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1973",3728.86240829261,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1974",4238.56781772519,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1975",4728.75328299708,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1976",5099.45914748419,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1977",5561.10184390447,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1978",6279.65802873876,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1979",6892.30591017295,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1980",7651.69677516542,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1981",8438.01901767461,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1982",9101.36247354674,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1983",9472.91574502829,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1984",9770.88331357147,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1985",10192.1794954542,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1986",10649.0734331302,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1987",11126.4497869022,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1988",11866.0895644057,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1989",12745.5221363079,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1990",13773.0070331008,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1991",14392.8426109506,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1992",15089.0362681279,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1993",15533.6146709896,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1994",15898.7601409097,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1995",16489.3488124144,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1996",17022.4184647995,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1997",17630.232714257,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1998",18309.3683656916,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1999",19030.6265020243,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2000",21213.211259797,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2001",22649.1046243094,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2002",24402.0645170151,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2003",23599.797300788,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2004",24227.6526788217,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2005",24746.9506550465,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2006",25701.4987073899,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2007",26982.0290848869,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2008",27756.5285919656,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2009",27937.6257466204,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2010",29148.8653861367,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2011",29757.8777105078,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2012",30369.3675242659,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2013",31388.0194616789,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2014",31699.9087095176,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2015",31918.287796486,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2016",32973.6972123202,"E"
"FRA","HHDI","GROSSADJ","USD_CAP","A","2017",33940.2095119255,"E"
"RUS","HHDI","GROSSADJ","USD_CAP","A","2011",17837.5145803121,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2012",19155.5088841608,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2013",18033.2932598916,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2014",18576.791295924,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2015",17744.7285145027,
"NZL","HHDI","GROSSADJ","USD_CAP","A","1999",15192.9121409582,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2000",15029.2336318524,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2001",15870.3929528388,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2002",15954.3776971528,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2003",16692.6692847894,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2004",17739.2988858607,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2005",17960.9942491454,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2006",19479.2879455416,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2007",21058.4811958092,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2008",21714.693858597,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2009",22021.5427609306,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2010",22736.4220772081,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2011",23812.751082348,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2012",24249.1292834844,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2013",25157.9411085567,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2014",25294.1963765055,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2015",25750.1097938576,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1995",15078.7227306152,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1996",15398.6588874371,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1997",15707.0367360348,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1998",16494.5171280517,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1999",16491.3793512059,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2000",17644.6755077656,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2001",18321.7500685122,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2002",19944.7920030689,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2003",19936.1301295646,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2004",20889.6865216624,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2005",21067.2150100109,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2006",22493.161132897,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2007",23700.9184299991,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2008",24628.5000223929,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2009",25322.7411898959,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2010",27048.1422907316,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2011",27671.8631486807,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2012",28226.796578206,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2013",29302.6636572859,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2014",29543.8327968615,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2015",30514.9218073025,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2016",31561.2724921316,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2017",33188.4183784744,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2018",33872.8135774962,
"LVA","HHDI","NET","AGRWTH","A","1996",10.035827088754,
"LVA","HHDI","NET","AGRWTH","A","1997",10.4603721770544,
"LVA","HHDI","NET","AGRWTH","A","1998",-0.12746501011313,
"LVA","HHDI","NET","AGRWTH","A","1999",2.42592016987117,
"LVA","HHDI","NET","AGRWTH","A","2000",4.84450383662399,
"LVA","HHDI","NET","AGRWTH","A","2001",4.55899756974305,
"LVA","HHDI","NET","AGRWTH","A","2002",7.18260036844489,
"LVA","HHDI","NET","AGRWTH","A","2003",8.32472643823448,
"LVA","HHDI","NET","AGRWTH","A","2004",5.72156623466903,
"LVA","HHDI","NET","AGRWTH","A","2005",9.62802633416987,
"LVA","HHDI","NET","AGRWTH","A","2006",12.8371724314601,
"LVA","HHDI","NET","AGRWTH","A","2007",10.3826238163157,
"LVA","HHDI","NET","AGRWTH","A","2008",3.5816295451113,
"LVA","HHDI","NET","AGRWTH","A","2009",-12.6365699823153,
"LVA","HHDI","NET","AGRWTH","A","2010",-3.73763294304898,
"LVA","HHDI","NET","AGRWTH","A","2011",-7.48453255855759,
"LVA","HHDI","NET","AGRWTH","A","2012",2.59714098930011,
"LVA","HHDI","NET","AGRWTH","A","2013",4.53835809263636,
"LVA","HHDI","NET","AGRWTH","A","2014",2.88089203094508,
"LVA","HHDI","NET","AGRWTH","A","2015",6.70430155121955,
"LVA","HHDI","NET","AGRWTH","A","2016",4.68563888416888,
"LVA","HHDI","NET","AGRWTH","A","2017",2.17982887274226,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1995",4098.07855286463,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1996",4576.3060342998,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1997",5143.04183972626,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1998",5283.27012271115,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1999",5527.96800439843,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2000",6230.20536825465,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2001",6826.29499021134,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2002",7918.85884950951,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2003",8460.82234725268,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2004",9140.11301514907,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2005",9979.72510361966,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2006",11452.6443288969,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2007",13060.0980531897,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2008",14570.1209114813,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2009",12700.1884999153,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2010",13320.641347965,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2011",12927.8623353204,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2012",14052.0537468842,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2013",15147.7860730215,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2014",15721.6906795404,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2015",16877.3400799038,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2016",17912.8184070489,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2017",18971.307776804,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2009",11397.9807028943,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2010",12929.802099752,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2011",14531.8156978686,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2012",15231.5538314602,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2013",16626.3242799804,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2014",17939.86515367,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2015",19284.3561733065,
"CRI","HHDI","NET","AGRWTH","A","2013",2.67880367927665,
"CRI","HHDI","NET","AGRWTH","A","2014",3.38772757163325,
"CRI","HHDI","NET","AGRWTH","A","2015",4.68252668491548,
"CRI","HHDI","NET","AGRWTH","A","2016",7.35226522703357,
"LTU","HHDI","NET","AGRWTH","A","1996",4.19628019832127,
"LTU","HHDI","NET","AGRWTH","A","1997",10.5315648135984,
"LTU","HHDI","NET","AGRWTH","A","1998",10.0011880168046,
"LTU","HHDI","NET","AGRWTH","A","1999",1.8724997937913,
"LTU","HHDI","NET","AGRWTH","A","2000",7.99737090653898,
"LTU","HHDI","NET","AGRWTH","A","2001",2.40829350383593,
"LTU","HHDI","NET","AGRWTH","A","2002",5.97739713065329,
"LTU","HHDI","NET","AGRWTH","A","2003",7.89060003509989,
"LTU","HHDI","NET","AGRWTH","A","2004",15.9649539428239,
"LTU","HHDI","NET","AGRWTH","A","2005",6.48217776182629,
"LTU","HHDI","NET","AGRWTH","A","2006",9.04860109782928,
"LTU","HHDI","NET","AGRWTH","A","2007",1.53065659081081,
"LTU","HHDI","NET","AGRWTH","A","2008",7.0292247934815,
"LTU","HHDI","NET","AGRWTH","A","2009",-10.2184176537391,
"LTU","HHDI","NET","AGRWTH","A","2010",-0.815540254989935,
"LTU","HHDI","NET","AGRWTH","A","2011",0.868875033969711,
"LTU","HHDI","NET","AGRWTH","A","2012",0.408118149880213,
"LTU","HHDI","NET","AGRWTH","A","2013",4.11884872787877,
"LTU","HHDI","NET","AGRWTH","A","2014",1.39908442161205,
"LTU","HHDI","NET","AGRWTH","A","2015",3.00571568235076,
"LTU","HHDI","NET","AGRWTH","A","2016",3.96289404522441,
"LTU","HHDI","NET","AGRWTH","A","2017",1.42282085706124,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1995",4826.56112510564,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1996",5135.42709876707,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1997",5769.33941629402,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1998",6442.2946044209,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1999",6725.53576677409,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2000",7434.92731184559,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2001",7969.48407250974,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2002",9076.06908182875,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2003",10039.6693607396,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2004",11545.9019915281,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2005",12102.3847072852,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2006",13394.2266737107,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2007",14014.0118471144,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2008",15873.3775354066,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2009",15123.1252746889,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2010",16191.1680445798,
